item_id,order_id,product_id,quantity,unit_price,discount_percent,final_price,total_amount,profit
562,348,26,1,5999,0,5999,5999,2316.8
563,349,13,1,2999,20,2399.2,2399.2,512.66
564,350,27,3,1499,15,1274.15,3822.45,629.37
565,350,10,1,2499,0,2499,2499,923.37
566,350,19,1,18999,0,18999,18999,6037.41
567,351,32,1,349,0,349,349,115.69
568,352,27,2,1499,20,1199.2,2398.4,269.68
569,353,28,1,1899,5,1804.05,1804.05,695.57
570,353,12,1,1199,5,1139.05,1139.05,286.42
571,354,15,1,1399,10,1259.1,1259.1,401.92
572,355,32,2,349,0,349,698,231.38
573,356,18,3,24999,10,22499.1,67497.3,17090.25
574,356,27,1,1499,0,1499,1499,434.64
575,357,24,1,2199,15,1869.15,1869.15,444.45
576,357,8,1,12999,15,11049.15,11049.15,2526.65
577,358,18,1,24999,10,22499.1,22499.1,5696.75
578,358,30,2,175,0,175,350,108.08
579,359,16,1,3499,15,2974.15,2974.15,689.3
580,360,5,2,22000,0,22000,44000,19567.9
581,360,35,1,299,0,299,299,93.61
582,361,1,1,18999,5,18049.05,18049.05,6875.4
583,361,31,1,599,0,599,599,244.82
584,362,27,1,1499,20,1199.2,1199.2,134.84
585,363,11,1,799,10,719.1,719.1,264.11
586,364,17,1,7999,10,7199.1,7199.1,1489.13
587,364,4,1,42000,0,42000,42000,18612.56
588,365,19,1,18999,0,18999,18999,6037.41
589,365,2,1,14999,0,14999,14999,6574.58
590,366,18,1,24999,0,24999,24999,8196.65
591,366,17,2,7999,0,7999,15998,4578.06
592,366,9,2,17999,10,16199.1,32398.2,11139.48
593,367,10,1,2499,0,2499,2499,923.37
594,368,17,1,7999,10,7199.1,7199.1,1489.13
595,368,16,2,3499,0,3499,6998,2428.3
596,368,32,3,349,0,349,1047,347.07
597,369,10,2,2499,5,2374.05,4748.1,1596.84
598,369,32,2,349,0,349,698,231.38
599,370,29,2,14999,0,14999,29998,10479.6
600,371,23,1,21000,0,21000,21000,6133.87
601,372,8,1,12999,5,12349.05,12349.05,3826.55
602,372,4,1,42000,5,39900,39900,16512.56
603,373,35,1,299,15,254.15,254.15,48.76
604,373,15,1,1399,0,1399,1399,541.82
605,374,28,1,1899,20,1519.2,1519.2,410.72
606,375,21,3,4999,15,4249.15,12747.45,3706.11
607,376,7,1,3499,15,2974.15,2974.15,550.5
608,376,35,2,299,0,299,598,187.22
609,376,23,1,21000,20,16800,16800,1933.87
610,376,28,1,1899,15,1614.15,1614.15,505.67
611,377,30,2,175,10,157.5,315,73.08
612,377,16,2,3499,10,3149.1,6298.2,1728.5
613,378,12,1,1199,0,1199,1199,346.37
614,379,5,1,22000,10,19800,19800,7583.95
615,379,1,1,18999,5,18049.05,18049.05,6875.4
616,380,19,1,18999,0,18999,18999,6037.41
617,381,2,1,14999,0,14999,14999,6574.58
618,382,14,2,699,0,699,1398,568.2
619,382,8,1,12999,20,10399.2,10399.2,1876.7
620,382,6,2,1299,10,1169.1,2338.2,800.08
621,383,12,1,1199,15,1019.15,1019.15,166.52
622,383,8,3,12999,15,11049.15,33147.45,7579.95
623,383,17,1,7999,0,7999,7999,2289.03
624,384,21,1,4999,0,4999,4999,1985.22
625,384,17,1,7999,0,7999,7999,2289.03
626,385,22,3,8999,0,8999,26997,9492.78
627,386,17,1,7999,0,7999,7999,2289.03
628,386,12,1,1199,0,1199,1199,346.37
629,386,29,1,14999,0,14999,14999,5239.8
630,386,5,1,22000,20,17600,17600,5383.95
631,387,7,3,3499,15,2974.15,8922.45,1651.5
632,388,17,1,7999,0,7999,7999,2289.03
633,389,17,2,7999,0,7999,15998,4578.06
634,390,10,1,2499,0,2499,2499,923.37
635,390,1,1,18999,0,18999,18999,7825.35
636,390,3,3,55000,10,49500,148500,30898.14
637,391,32,1,349,5,331.55,331.55,98.24
638,392,5,1,22000,15,18700,18700,6483.95
639,392,35,2,299,5,284.05,568.1,157.32
640,392,15,1,1399,10,1259.1,1259.1,401.92
641,393,23,1,21000,15,17850,17850,2983.87
642,393,22,3,8999,15,7649.15,22947.45,5443.23
643,393,20,1,32000,10,28800,28800,10309.11
644,394,22,2,8999,0,8999,17998,6328.52
645,394,6,1,1299,0,1299,1299,529.94
646,394,30,1,175,5,166.25,166.25,45.29
647,395,20,2,32000,15,27200,54400,17418.22
648,395,25,1,3499,5,3324.05,3324.05,859.48
649,396,29,2,14999,0,14999,29998,10479.6
650,397,2,2,14999,10,13499.1,26998.2,10149.36
651,398,25,1,3499,10,3149.1,3149.1,684.53
652,399,32,3,349,20,279.2,837.6,137.67
653,399,35,1,299,0,299,299,93.61
654,400,3,1,55000,0,55000,55000,15799.38
655,401,3,1,55000,20,44000,44000,4799.38
656,401,26,1,5999,10,5399.1,5399.1,1716.9
657,402,35,1,299,10,269.1,269.1,63.71
658,403,15,3,1399,0,1399,4197,1625.46
659,404,32,1,349,10,314.1,314.1,80.79
660,404,2,1,14999,15,12749.15,12749.15,4324.73
661,405,1,1,18999,0,18999,18999,7825.35
662,405,12,2,1199,0,1199,2398,692.74
663,406,11,2,799,0,799,1598,688.02
664,407,7,1,3499,10,3149.1,3149.1,725.45
665,407,8,1,12999,20,10399.2,10399.2,1876.7
666,407,32,1,349,0,349,349,115.69
667,408,26,1,5999,15,5099.15,5099.15,1416.95
668,409,9,2,17999,20,14399.2,28798.4,7539.68
669,409,21,1,4999,0,4999,4999,1985.22
670,410,22,1,8999,0,8999,8999,3164.26
671,410,5,2,22000,0,22000,44000,19567.9
672,411,11,1,799,10,719.1,719.1,264.11
673,411,29,1,14999,0,14999,14999,5239.8
674,412,25,1,3499,5,3324.05,3324.05,859.48
675,412,11,1,799,0,799,799,344.01
676,413,6,2,1299,10,1169.1,2338.2,800.08
677,414,27,1,1499,15,1274.15,1274.15,209.79
678,414,31,1,599,5,569.05,569.05,214.87
679,414,9,1,17999,0,17999,17999,7369.64
680,415,3,2,55000,10,49500,99000,20598.76
681,415,12,3,1199,15,1019.15,3057.45,499.56
682,416,20,1,32000,0,32000,32000,13509.11
683,417,13,3,2999,0,2999,8997,3337.38
684,417,8,1,12999,20,10399.2,10399.2,1876.7
685,418,35,1,299,20,239.2,239.2,33.81
686,418,33,1,299,0,299,299,119.22
687,419,13,1,2999,0,2999,2999,1112.46
688,420,31,1,599,15,509.15,509.15,154.97
689,420,32,3,349,0,349,1047,347.07
690,421,19,1,18999,0,18999,18999,6037.41
691,421,14,1,699,20,559.2,559.2,144.3
692,422,7,2,3499,10,3149.1,6298.2,1450.9
693,423,2,1,14999,0,14999,14999,6574.58
694,424,16,2,3499,10,3149.1,6298.2,1728.5
695,425,27,2,1499,0,1499,2998,869.28
696,425,13,1,2999,0,2999,2999,1112.46
697,426,7,1,3499,5,3324.05,3324.05,900.4
698,427,25,1,3499,5,3324.05,3324.05,859.48
699,427,15,1,1399,5,1329.05,1329.05,471.87
700,427,5,1,22000,10,19800,19800,7583.95
701,428,25,1,3499,5,3324.05,3324.05,859.48
702,429,23,1,21000,0,21000,21000,6133.87
703,429,18,1,24999,10,22499.1,22499.1,5696.75
704,430,9,1,17999,5,17099.05,17099.05,6469.69
705,431,11,2,799,0,799,1598,688.02
706,432,19,1,18999,20,15199.2,15199.2,2237.61
707,433,11,1,799,20,639.2,639.2,184.21
708,433,15,1,1399,20,1119.2,1119.2,262.02
709,434,31,2,599,15,509.15,1018.3,309.94
710,434,30,2,175,0,175,350,108.08
711,434,18,1,24999,10,22499.1,22499.1,5696.75
712,434,1,1,18999,10,17099.1,17099.1,5925.45
713,435,1,1,18999,5,18049.05,18049.05,6875.4
714,435,27,2,1499,10,1349.1,2698.2,569.48
715,435,3,1,55000,10,49500,49500,10299.38
716,436,7,1,3499,0,3499,3499,1075.35
717,437,1,1,18999,5,18049.05,18049.05,6875.4
718,438,9,1,17999,0,17999,17999,7369.64
719,438,23,1,21000,15,17850,17850,2983.87
720,438,19,1,18999,15,16149.15,16149.15,3187.56
721,439,2,3,14999,5,14249.05,42747.15,17473.89
722,440,26,2,5999,0,5999,11998,4633.6
723,440,12,1,1199,15,1019.15,1019.15,166.52
724,441,1,2,18999,0,18999,37998,15650.7
725,442,22,1,8999,0,8999,8999,3164.26
726,443,18,1,24999,10,22499.1,22499.1,5696.75
727,444,14,1,699,0,699,699,284.1
728,444,6,2,1299,0,1299,2598,1059.88
729,445,24,1,2199,0,2199,2199,774.3
730,445,4,1,42000,0,42000,42000,18612.56
731,446,12,1,1199,15,1019.15,1019.15,166.52
732,447,14,1,699,0,699,699,284.1
733,448,8,1,12999,15,11049.15,11049.15,2526.65
734,449,14,1,699,0,699,699,284.1
735,449,15,1,1399,5,1329.05,1329.05,471.87
736,449,21,1,4999,0,4999,4999,1985.22
737,450,29,1,14999,10,13499.1,13499.1,3739.9
738,451,31,1,599,0,599,599,244.82
739,451,35,2,299,15,254.15,508.3,97.52
740,451,19,2,18999,0,18999,37998,12074.82
741,452,30,1,175,5,166.25,166.25,45.29
742,453,19,1,18999,0,18999,18999,6037.41
743,453,5,1,22000,5,20900,20900,8683.95
744,453,7,1,3499,0,3499,3499,1075.35
745,454,34,3,249,0,249,747,249.27
746,455,35,3,299,5,284.05,852.15,235.98
747,456,29,2,14999,0,14999,29998,10479.6
748,457,5,1,22000,20,17600,17600,5383.95
749,458,34,1,249,5,236.55,236.55,70.64
750,459,21,1,4999,15,4249.15,4249.15,1235.37
751,459,32,1,349,10,314.1,314.1,80.79
752,460,20,1,32000,20,25600,25600,7109.11
753,461,17,1,7999,0,7999,7999,2289.03
754,462,4,1,42000,0,42000,42000,18612.56
755,462,10,1,2499,0,2499,2499,923.37
756,462,23,2,21000,0,21000,42000,12267.74
757,462,19,1,18999,0,18999,18999,6037.41
758,463,10,1,2499,0,2499,2499,923.37
759,464,21,1,4999,5,4749.05,4749.05,1735.27
760,465,17,1,7999,0,7999,7999,2289.03
761,466,3,3,55000,0,55000,165000,47398.14
762,466,21,1,4999,10,4499.1,4499.1,1485.32
763,467,35,1,299,5,284.05,284.05,78.66
764,467,20,2,32000,5,30400,60800,23818.22
765,467,8,3,12999,0,12999,38997,13429.5
766,467,2,1,14999,15,12749.15,12749.15,4324.73
767,468,33,1,299,0,299,299,119.22
768,468,22,1,8999,0,8999,8999,3164.26
769,469,10,2,2499,0,2499,4998,1846.74
770,469,29,1,14999,10,13499.1,13499.1,3739.9
771,469,22,1,8999,0,8999,8999,3164.26
772,469,8,1,12999,20,10399.2,10399.2,1876.7
773,470,15,1,1399,0,1399,1399,541.82
774,471,21,1,4999,15,4249.15,4249.15,1235.37
775,472,34,1,249,20,199.2,199.2,33.29
776,473,2,1,14999,20,11999.2,11999.2,3574.78
777,474,6,3,1299,5,1234.05,3702.15,1394.97
778,475,21,1,4999,10,4499.1,4499.1,1485.32
779,476,4,3,42000,0,42000,126000,55837.68
780,477,28,1,1899,0,1899,1899,790.52
781,478,23,1,21000,5,19950,19950,5083.87
782,479,6,2,1299,5,1234.05,2468.1,929.98
783,479,14,2,699,0,699,1398,568.2
784,479,29,1,14999,15,12749.15,12749.15,2989.95
785,480,28,1,1899,0,1899,1899,790.52
786,480,27,1,1499,20,1199.2,1199.2,134.84
787,480,9,1,17999,0,17999,17999,7369.64
788,480,6,1,1299,10,1169.1,1169.1,400.04
789,481,6,1,1299,0,1299,1299,529.94
790,481,1,1,18999,10,17099.1,17099.1,5925.45
791,482,9,1,17999,20,14399.2,14399.2,3769.84
792,483,25,1,3499,5,3324.05,3324.05,859.48
793,484,20,2,32000,0,32000,64000,27018.22
794,485,30,1,175,20,140,140,19.04
795,486,17,1,7999,15,6799.15,6799.15,1089.18
796,487,31,1,599,5,569.05,569.05,214.87
797,487,8,3,12999,15,11049.15,33147.45,7579.95
798,487,19,1,18999,0,18999,18999,6037.41
799,488,32,1,349,0,349,349,115.69
800,488,5,1,22000,10,19800,19800,7583.95
801,489,17,1,7999,5,7599.05,7599.05,1889.08
802,490,8,1,12999,15,11049.15,11049.15,2526.65
803,491,17,1,7999,0,7999,7999,2289.03
804,491,11,1,799,15,679.15,679.15,224.16
805,492,11,1,799,0,799,799,344.01
806,493,23,1,21000,0,21000,21000,6133.87
807,494,5,1,22000,15,18700,18700,6483.95
808,494,33,1,299,0,299,299,119.22
809,495,11,1,799,0,799,799,344.01
810,495,35,2,299,15,254.15,508.3,97.52
811,496,20,1,32000,15,27200,27200,8709.11
812,497,7,1,3499,20,2799.2,2799.2,375.55
813,497,35,1,299,0,299,299,93.61
814,498,24,1,2199,0,2199,2199,774.3
815,498,32,1,349,0,349,349,115.69
816,499,13,2,2999,15,2549.15,5098.3,1325.22
817,499,34,1,249,20,199.2,199.2,33.29
818,500,27,1,1499,0,1499,1499,434.64
819,500,30,3,175,5,166.25,498.75,135.87
820,500,5,1,22000,15,18700,18700,6483.95
821,501,29,2,14999,10,13499.1,26998.2,7479.8
822,502,22,2,8999,0,8999,17998,6328.52
823,502,12,2,1199,0,1199,2398,692.74
824,503,10,1,2499,0,2499,2499,923.37
825,504,9,3,17999,5,17099.05,51297.15,19409.07
826,505,8,1,12999,5,12349.05,12349.05,3826.55
827,505,5,2,22000,0,22000,44000,19567.9
828,506,3,2,55000,10,49500,99000,20598.76
829,507,31,3,599,0,599,1797,734.46
830,507,8,1,12999,15,11049.15,11049.15,2526.65
831,508,7,2,3499,10,3149.1,6298.2,1450.9
832,509,13,1,2999,0,2999,2999,1112.46
833,510,10,2,2499,0,2499,4998,1846.74
834,511,23,1,21000,20,16800,16800,1933.87
835,512,16,1,3499,0,3499,3499,1214.15
836,512,33,2,299,20,239.2,478.4,118.84
837,513,1,1,18999,15,16149.15,16149.15,4975.5
838,514,19,1,18999,20,15199.2,15199.2,2237.61
839,515,7,3,3499,20,2799.2,8397.6,1126.65
840,515,14,2,699,0,699,1398,568.2
841,516,12,1,1199,0,1199,1199,346.37
842,516,29,1,14999,0,14999,14999,5239.8
843,517,28,1,1899,20,1519.2,1519.2,410.72
844,517,14,3,699,0,699,2097,852.3
845,517,33,1,299,10,269.1,269.1,89.32
846,517,15,1,1399,20,1119.2,1119.2,262.02
847,518,19,1,18999,0,18999,18999,6037.41
848,519,32,1,349,0,349,349,115.69
849,520,20,1,32000,20,25600,25600,7109.11
850,521,27,1,1499,20,1199.2,1199.2,134.84
851,522,5,2,22000,20,17600,35200,10767.9
852,523,24,1,2199,15,1869.15,1869.15,444.45
853,524,7,1,3499,10,3149.1,3149.1,725.45
854,525,6,1,1299,5,1234.05,1234.05,464.99
855,525,8,1,12999,0,12999,12999,4476.5
856,526,11,1,799,0,799,799,344.01
857,526,5,1,22000,10,19800,19800,7583.95
858,527,26,2,5999,15,5099.15,10198.3,2833.9
859,527,8,1,12999,20,10399.2,10399.2,1876.7
860,527,15,2,1399,10,1259.1,2518.2,803.84
861,528,26,1,5999,10,5399.1,5399.1,1716.9
862,528,23,3,21000,5,19950,59850,15251.61
863,529,33,1,299,20,239.2,239.2,59.42
864,530,8,1,12999,5,12349.05,12349.05,3826.55
865,531,9,1,17999,15,15299.15,15299.15,4669.79
866,532,5,1,22000,0,22000,22000,9783.95
867,533,25,1,3499,0,3499,3499,1034.43
868,533,21,2,4999,15,4249.15,8498.3,2470.74
869,533,10,2,2499,20,1999.2,3998.4,847.14
870,533,20,1,32000,5,30400,30400,11909.11
871,534,32,1,349,0,349,349,115.69
872,535,35,3,299,0,299,897,280.83
873,535,2,3,14999,0,14999,44997,19723.74
874,536,21,2,4999,5,4749.05,9498.1,3470.54
875,537,3,1,55000,15,46750,46750,7549.38
876,538,20,1,32000,0,32000,32000,13509.11
877,538,11,2,799,5,759.05,1518.1,608.12
878,538,32,2,349,10,314.1,628.2,161.58
879,539,35,1,299,20,239.2,239.2,33.81
880,539,31,1,599,0,599,599,244.82
881,540,32,1,349,5,331.55,331.55,98.24
882,541,23,1,21000,0,21000,21000,6133.87
883,541,19,1,18999,0,18999,18999,6037.41
884,542,23,1,21000,5,19950,19950,5083.87
885,542,2,1,14999,0,14999,14999,6574.58
886,542,22,1,8999,0,8999,8999,3164.26
887,543,16,1,3499,15,2974.15,2974.15,689.3
888,543,20,1,32000,0,32000,32000,13509.11
889,544,8,1,12999,0,12999,12999,4476.5
890,545,3,1,55000,5,52250,52250,13049.38
891,545,30,1,175,5,166.25,166.25,45.29
892,546,31,1,599,0,599,599,244.82
893,547,25,1,3499,0,3499,3499,1034.43
894,548,7,1,3499,20,2799.2,2799.2,375.55
895,548,14,2,699,0,699,1398,568.2
896,548,22,1,8999,0,8999,8999,3164.26
897,549,28,1,1899,15,1614.15,1614.15,505.67
898,550,5,2,22000,10,19800,39600,15167.9
899,551,17,1,7999,10,7199.1,7199.1,1489.13
900,552,15,1,1399,0,1399,1399,541.82
901,553,7,1,3499,10,3149.1,3149.1,725.45
902,553,22,2,8999,5,8549.05,17098.1,5428.62
903,554,28,1,1899,20,1519.2,1519.2,410.72
904,555,20,1,32000,0,32000,32000,13509.11
905,556,35,1,299,5,284.05,284.05,78.66
906,557,33,1,299,20,239.2,239.2,59.42
907,558,2,2,14999,10,13499.1,26998.2,10149.36
908,558,34,1,249,15,211.65,211.65,45.74
909,559,30,3,175,15,148.75,446.25,83.37
910,559,18,1,24999,10,22499.1,22499.1,5696.75
911,559,35,1,299,5,284.05,284.05,78.66
912,559,28,1,1899,0,1899,1899,790.52
913,560,20,1,32000,20,25600,25600,7109.11
914,560,28,2,1899,0,1899,3798,1581.04
915,561,14,2,699,0,699,1398,568.2
916,562,19,1,18999,0,18999,18999,6037.41
917,563,16,1,3499,0,3499,3499,1214.15
918,563,26,1,5999,0,5999,5999,2316.8
919,564,20,1,32000,5,30400,30400,11909.11
920,564,30,1,175,0,175,175,54.04
921,565,13,1,2999,0,2999,2999,1112.46
922,566,18,1,24999,0,24999,24999,8196.65
923,567,3,3,55000,5,52250,156750,39148.14
924,568,4,1,42000,0,42000,42000,18612.56
925,568,6,2,1299,5,1234.05,2468.1,929.98
926,569,6,1,1299,10,1169.1,1169.1,400.04
927,569,26,2,5999,0,5999,11998,4633.6
928,569,9,1,17999,20,14399.2,14399.2,3769.84
929,570,34,1,249,0,249,249,83.09
930,571,8,2,12999,0,12999,25998,8953
931,572,25,2,3499,15,2974.15,5948.3,1019.16
932,573,28,1,1899,0,1899,1899,790.52
933,574,18,1,24999,0,24999,24999,8196.65
934,575,4,1,42000,0,42000,42000,18612.56
935,576,8,1,12999,5,12349.05,12349.05,3826.55
936,577,16,3,3499,20,2799.2,8397.6,1543.05
937,578,24,1,2199,10,1979.1,1979.1,554.4
938,578,31,1,599,15,509.15,509.15,154.97
939,578,20,1,32000,0,32000,32000,13509.11
940,579,16,1,3499,5,3324.05,3324.05,1039.2
941,580,24,3,2199,15,1869.15,5607.45,1333.35
942,581,8,1,12999,0,12999,12999,4476.5
943,582,25,3,3499,0,3499,10497,3103.29
944,582,1,1,18999,20,15199.2,15199.2,4025.55
945,582,26,2,5999,0,5999,11998,4633.6
946,583,11,3,799,15,679.15,2037.45,672.48
947,584,27,2,1499,0,1499,2998,869.28
948,585,32,3,349,0,349,1047,347.07
949,585,31,2,599,20,479.2,958.4,250.04
950,585,27,1,1499,0,1499,1499,434.64
951,586,33,1,299,10,269.1,269.1,89.32
952,586,5,2,22000,10,19800,39600,15167.9
953,587,30,2,175,15,148.75,297.5,55.58
954,587,2,1,14999,15,12749.15,12749.15,4324.73
955,588,9,1,17999,0,17999,17999,7369.64
956,589,20,1,32000,0,32000,32000,13509.11
957,590,16,1,3499,20,2799.2,2799.2,514.35
958,591,9,2,17999,15,15299.15,30598.3,9339.58
959,592,21,1,4999,20,3999.2,3999.2,985.42
960,593,17,1,7999,20,6399.2,6399.2,689.23
961,593,12,1,1199,0,1199,1199,346.37
962,594,27,1,1499,5,1424.05,1424.05,359.69
963,595,25,3,3499,10,3149.1,9447.3,2053.59
964,596,2,3,14999,15,12749.15,38247.45,12974.19
965,597,15,3,1399,0,1399,4197,1625.46
966,597,6,1,1299,20,1039.2,1039.2,270.14
967,598,26,1,5999,10,5399.1,5399.1,1716.9
968,599,6,3,1299,0,1299,3897,1589.82
969,600,8,1,12999,5,12349.05,12349.05,3826.55
970,600,1,2,18999,5,18049.05,36098.1,13750.8
971,600,34,1,249,15,211.65,211.65,45.74
972,601,18,1,24999,5,23749.05,23749.05,6946.7
973,602,28,2,1899,10,1709.1,3418.2,1201.24
974,603,19,2,18999,0,18999,37998,12074.82
975,604,27,2,1499,0,1499,2998,869.28
976,605,17,1,7999,5,7599.05,7599.05,1889.08
977,606,24,1,2199,0,2199,2199,774.3
978,606,30,2,175,15,148.75,297.5,55.58
979,606,6,1,1299,0,1299,1299,529.94
980,607,28,1,1899,10,1709.1,1709.1,600.62
981,607,17,1,7999,0,7999,7999,2289.03
982,608,31,1,599,10,539.1,539.1,184.92
983,608,23,1,21000,0,21000,21000,6133.87
984,608,3,3,55000,15,46750,140250,22648.14
985,609,24,1,2199,10,1979.1,1979.1,554.4
986,610,12,1,1199,10,1079.1,1079.1,226.47
987,611,32,3,349,5,331.55,994.65,294.72
988,612,21,2,4999,5,4749.05,9498.1,3470.54
989,613,10,1,2499,0,2499,2499,923.37
990,614,9,1,17999,20,14399.2,14399.2,3769.84
991,615,24,3,2199,0,2199,6597,2322.9
992,616,17,1,7999,0,7999,7999,2289.03
993,616,34,1,249,5,236.55,236.55,70.64
994,616,21,2,4999,0,4999,9998,3970.44
995,617,29,1,14999,0,14999,14999,5239.8
996,617,4,1,42000,0,42000,42000,18612.56
997,618,11,2,799,5,759.05,1518.1,608.12
998,619,8,3,12999,5,12349.05,37047.15,11479.65
999,620,23,3,21000,10,18900,56700,12101.61
1000,621,32,1,349,15,296.65,296.65,63.34
1001,622,8,1,12999,0,12999,12999,4476.5
1002,622,23,1,21000,0,21000,21000,6133.87
1003,622,6,2,1299,20,1039.2,2078.4,540.28
1004,623,14,1,699,0,699,699,284.1
1005,624,12,3,1199,0,1199,3597,1039.11
1006,624,27,2,1499,15,1274.15,2548.3,419.58
1007,625,7,2,3499,0,3499,6998,2150.7
1008,626,19,1,18999,15,16149.15,16149.15,3187.56
1009,627,24,1,2199,0,2199,2199,774.3
1010,628,10,1,2499,15,2124.15,2124.15,548.52
1011,628,2,1,14999,5,14249.05,14249.05,5824.63
1012,628,6,1,1299,0,1299,1299,529.94
1013,629,1,3,18999,15,16149.15,48447.45,14926.5
1014,629,22,1,8999,5,8549.05,8549.05,2714.31
1015,630,9,1,17999,0,17999,17999,7369.64
1016,631,19,1,18999,0,18999,18999,6037.41
1017,632,25,1,3499,0,3499,3499,1034.43
1018,632,6,1,1299,20,1039.2,1039.2,270.14
1019,633,26,1,5999,20,4799.2,4799.2,1117
1020,634,25,2,3499,0,3499,6998,2068.86
1021,635,10,1,2499,20,1999.2,1999.2,423.57
1022,635,8,1,12999,20,10399.2,10399.2,1876.7
1023,636,9,2,17999,10,16199.1,32398.2,11139.48
1024,636,23,1,21000,5,19950,19950,5083.87
1025,636,7,2,3499,5,3324.05,6648.1,1800.8
1026,637,28,1,1899,5,1804.05,1804.05,695.57
1027,638,12,1,1199,0,1199,1199,346.37
1028,638,28,3,1899,15,1614.15,4842.45,1517.01
1029,638,6,1,1299,15,1104.15,1104.15,335.09
1030,639,32,1,349,10,314.1,314.1,80.79
1031,639,34,1,249,5,236.55,236.55,70.64
1032,640,31,1,599,0,599,599,244.82
1033,641,20,1,32000,0,32000,32000,13509.11
1034,641,16,1,3499,10,3149.1,3149.1,864.25
1035,642,3,1,55000,10,49500,49500,10299.38
1036,643,7,1,3499,15,2974.15,2974.15,550.5
1037,644,17,1,7999,0,7999,7999,2289.03
1038,644,23,2,21000,0,21000,42000,12267.74
1039,645,30,1,175,0,175,175,54.04
1040,646,26,1,5999,5,5699.05,5699.05,2016.85
1041,647,20,2,32000,5,30400,60800,23818.22
1042,647,21,1,4999,0,4999,4999,1985.22
1043,647,30,1,175,20,140,140,19.04
1044,648,14,2,699,10,629.1,1258.2,428.4
1045,648,12,1,1199,15,1019.15,1019.15,166.52
1046,648,6,1,1299,10,1169.1,1169.1,400.04
1047,649,26,1,5999,0,5999,5999,2316.8
1048,650,30,2,175,15,148.75,297.5,55.58
1049,650,26,1,5999,5,5699.05,5699.05,2016.85
1050,651,24,1,2199,15,1869.15,1869.15,444.45
1051,652,20,1,32000,0,32000,32000,13509.11
1052,652,6,1,1299,20,1039.2,1039.2,270.14
1053,653,13,2,2999,0,2999,5998,2224.92
1054,654,10,1,2499,5,2374.05,2374.05,798.42
1055,655,35,1,299,0,299,299,93.61
1056,656,10,1,2499,0,2499,2499,923.37
1057,656,31,1,599,0,599,599,244.82
1058,657,29,1,14999,20,11999.2,11999.2,2240
1059,657,32,1,349,0,349,349,115.69
1060,658,13,1,2999,20,2399.2,2399.2,512.66
1061,659,4,1,42000,20,33600,33600,10212.56
1062,659,22,2,8999,5,8549.05,17098.1,5428.62
1063,659,1,2,18999,15,16149.15,32298.3,9951
1064,660,19,1,18999,5,18049.05,18049.05,5087.46
1065,660,3,1,55000,15,46750,46750,7549.38
1066,661,32,2,349,10,314.1,628.2,161.58
1067,661,15,1,1399,10,1259.1,1259.1,401.92
1068,662,5,1,22000,15,18700,18700,6483.95
1069,663,31,1,599,10,539.1,539.1,184.92
1070,664,23,1,21000,0,21000,21000,6133.87
1071,664,29,2,14999,5,14249.05,28498.1,8979.7
1072,664,28,1,1899,0,1899,1899,790.52
1073,665,22,1,8999,0,8999,8999,3164.26
1074,665,30,2,175,5,166.25,332.5,90.58
1075,666,24,1,2199,15,1869.15,1869.15,444.45
1076,666,31,1,599,5,569.05,569.05,214.87
1077,666,11,1,799,0,799,799,344.01
1078,666,14,1,699,5,664.05,664.05,249.15
1079,667,27,3,1499,5,1424.05,4272.15,1079.07
1080,668,14,1,699,0,699,699,284.1
1081,669,17,1,7999,0,7999,7999,2289.03
1082,670,33,1,299,0,299,299,119.22
1083,671,8,1,12999,0,12999,12999,4476.5
1084,672,32,3,349,20,279.2,837.6,137.67
1085,672,17,1,7999,0,7999,7999,2289.03
1086,673,18,2,24999,20,19999.2,39998.4,6393.7
1087,674,33,2,299,5,284.05,568.1,208.54
1088,674,7,2,3499,20,2799.2,5598.4,751.1
1089,675,7,1,3499,0,3499,3499,1075.35
1090,675,3,1,55000,20,44000,44000,4799.38
1091,676,24,1,2199,0,2199,2199,774.3
1092,677,33,2,299,0,299,598,238.44
1093,677,32,1,349,0,349,349,115.69
1094,678,9,1,17999,0,17999,17999,7369.64
1095,679,29,3,14999,20,11999.2,35997.6,6720
1096,680,16,1,3499,10,3149.1,3149.1,864.25
1097,680,31,1,599,0,599,599,244.82
1098,681,27,1,1499,15,1274.15,1274.15,209.79
1099,682,34,1,249,0,249,249,83.09
1100,683,28,1,1899,5,1804.05,1804.05,695.57
1101,684,34,1,249,20,199.2,199.2,33.29
1102,684,24,1,2199,20,1759.2,1759.2,334.5
1103,684,2,1,14999,0,14999,14999,6574.58
1104,685,21,1,4999,20,3999.2,3999.2,985.42
1105,686,4,1,42000,0,42000,42000,18612.56
1106,687,10,3,2499,15,2124.15,6372.45,1645.56
1107,687,4,2,42000,10,37800,75600,28825.12
1108,688,27,3,1499,0,1499,4497,1303.92
1109,688,26,2,5999,10,5399.1,10798.2,3433.8
1110,688,20,1,32000,0,32000,32000,13509.11
1111,688,21,2,4999,5,4749.05,9498.1,3470.54
1112,689,35,1,299,20,239.2,239.2,33.81
1113,689,29,2,14999,5,14249.05,28498.1,8979.7
1114,690,20,1,32000,0,32000,32000,13509.11
1115,690,6,1,1299,15,1104.15,1104.15,335.09
1116,691,9,3,17999,0,17999,53997,22108.92
1117,691,34,1,249,10,224.1,224.1,58.19
1118,692,34,2,249,0,249,498,166.18
