order_id,customer_id,order_date,status,payment_mode,shipping_city,shipping_state
404,106,12/20/2023,Delivered,Net Banking,Chennai,Tamil Nadu
405,129,11/10/2023,Returned,EMI,Kolkata,West Bengal
406,187,2/1/2023,Delivered,Cash on Delivery,Bhopal,Madhya Pradesh
407,54,10/15/2023,Processing,EMI,Bhopal,Madhya Pradesh
408,123,9/27/2023,Cancelled,UPI,Lucknow,Uttar Pradesh
409,45,8/24/2023,Processing,Cash on Delivery,Jaipur,Rajasthan
410,91,12/13/2023,Shipped,Cash on Delivery,Kolkata,West Bengal
411,124,4/9/2023,Delivered,UPI,Chandigarh,Punjab
412,143,6/2/2023,Delivered,UPI,Surat,Gujarat
413,198,5/28/2023,Delivered,EMI,Chennai,Tamil Nadu
414,181,9/8/2023,Processing,Net Banking,Kolkata,West Bengal
415,90,10/14/2023,Shipped,UPI,Delhi,Delhi
416,32,10/21/2023,Cancelled,Net Banking,Chennai,Tamil Nadu
417,89,3/16/2023,Shipped,Credit Card,Chandigarh,Punjab
418,74,2/10/2023,Processing,Net Banking,Hyderabad,Telangana
419,168,5/12/2023,Returned,Debit Card,Nagpur,Maharashtra
420,52,10/3/2023,Shipped,Cash on Delivery,Delhi,Delhi
421,179,5/20/2023,Delivered,Credit Card,Bangalore,Karnataka
422,158,10/28/2023,Delivered,Debit Card,Delhi,Delhi
423,13,12/9/2023,Delivered,EMI,Bhopal,Madhya Pradesh
424,60,1/27/2023,Delivered,Net Banking,Hyderabad,Telangana
425,85,8/30/2023,Delivered,EMI,Mumbai,Maharashtra
426,198,3/12/2023,Delivered,Cash on Delivery,Chennai,Tamil Nadu
427,41,7/28/2023,Returned,Net Banking,Surat,Gujarat
428,167,4/13/2023,Shipped,UPI,Ahmedabad,Gujarat
429,74,11/27/2023,Delivered,Credit Card,Hyderabad,Telangana
430,167,10/21/2023,Delivered,Cash on Delivery,Ahmedabad,Gujarat
431,190,1/20/2023,Delivered,Net Banking,Surat,Gujarat
432,46,1/19/2023,Cancelled,Net Banking,Chandigarh,Punjab
433,48,5/29/2023,Delivered,Credit Card,Jaipur,Rajasthan
434,77,10/18/2023,Delivered,UPI,Delhi,Delhi
435,73,8/21/2023,Returned,Debit Card,Bhopal,Madhya Pradesh
436,130,8/28/2023,Shipped,Debit Card,Hyderabad,Telangana
437,29,6/19/2023,Delivered,EMI,Nagpur,Maharashtra
438,118,11/28/2023,Shipped,EMI,Lucknow,Uttar Pradesh
439,48,1/8/2023,Processing,UPI,Jaipur,Rajasthan
440,146,12/12/2023,Delivered,Debit Card,Indore,Madhya Pradesh
441,157,11/24/2023,Cancelled,Net Banking,Surat,Gujarat
442,132,6/17/2023,Delivered,Net Banking,Hyderabad,Telangana
443,172,2/18/2023,Delivered,Debit Card,Ahmedabad,Gujarat
444,123,6/15/2023,Delivered,Credit Card,Lucknow,Uttar Pradesh
445,67,7/16/2023,Delivered,Net Banking,Bangalore,Karnataka
446,193,5/17/2023,Processing,UPI,Mumbai,Maharashtra
447,150,10/21/2023,Delivered,UPI,Surat,Gujarat
448,168,7/4/2023,Delivered,Credit Card,Nagpur,Maharashtra
449,171,3/2/2023,Returned,UPI,Lucknow,Uttar Pradesh
450,41,7/27/2023,Shipped,EMI,Surat,Gujarat
451,31,11/24/2023,Shipped,UPI,Nagpur,Maharashtra
452,158,4/24/2023,Delivered,Debit Card,Delhi,Delhi
453,123,3/20/2023,Returned,EMI,Lucknow,Uttar Pradesh
454,156,7/11/2023,Cancelled,EMI,Surat,Gujarat
455,141,8/30/2023,Delivered,Debit Card,Hyderabad,Telangana
456,175,11/2/2023,Delivered,Cash on Delivery,Ahmedabad,Gujarat
457,115,9/28/2023,Processing,Credit Card,Jaipur,Rajasthan
458,145,2/27/2023,Delivered,Cash on Delivery,Lucknow,Uttar Pradesh
459,130,4/14/2023,Delivered,Debit Card,Hyderabad,Telangana
460,84,9/24/2023,Returned,Credit Card,Bangalore,Karnataka
461,175,4/16/2023,Returned,Credit Card,Ahmedabad,Gujarat
462,131,8/17/2023,Delivered,Net Banking,Pune,Maharashtra
463,34,9/20/2023,Cancelled,Net Banking,Kolkata,West Bengal
464,145,1/30/2023,Returned,EMI,Lucknow,Uttar Pradesh
465,79,1/12/2023,Cancelled,UPI,Bangalore,Karnataka
466,1,4/22/2023,Delivered,Credit Card,Mumbai,Maharashtra
467,109,6/26/2023,Delivered,Cash on Delivery,Chennai,Tamil Nadu
468,16,2/5/2023,Returned,Credit Card,Nagpur,Maharashtra
469,74,7/29/2023,Delivered,Debit Card,Hyderabad,Telangana
470,197,11/25/2023,Cancelled,UPI,Ahmedabad,Gujarat
471,98,8/18/2023,Cancelled,Net Banking,Pune,Maharashtra
472,21,12/16/2023,Delivered,EMI,Bangalore,Karnataka
473,90,3/2/2023,Delivered,Cash on Delivery,Delhi,Delhi
474,101,9/28/2023,Delivered,EMI,Bangalore,Karnataka
475,58,1/2/2023,Delivered,UPI,Indore,Madhya Pradesh
476,119,12/11/2023,Cancelled,Cash on Delivery,Bangalore,Karnataka
477,98,4/28/2023,Delivered,Net Banking,Pune,Maharashtra
478,89,3/21/2023,Shipped,Debit Card,Chandigarh,Punjab
479,186,2/27/2023,Delivered,EMI,Chandigarh,Punjab
480,108,11/11/2023,Delivered,Debit Card,Indore,Madhya Pradesh
481,53,2/4/2023,Delivered,Cash on Delivery,Chandigarh,Punjab
482,9,8/17/2023,Delivered,Debit Card,Indore,Madhya Pradesh
483,190,1/23/2023,Cancelled,Net Banking,Surat,Gujarat
484,60,10/4/2023,Delivered,Credit Card,Hyderabad,Telangana
485,36,9/15/2023,Shipped,Debit Card,Delhi,Delhi
486,188,10/22/2023,Processing,Cash on Delivery,Ahmedabad,Gujarat
487,154,12/11/2023,Processing,Debit Card,Ahmedabad,Gujarat
488,78,3/15/2023,Delivered,Net Banking,Chandigarh,Punjab
489,77,5/21/2023,Delivered,Cash on Delivery,Delhi,Delhi
490,152,3/31/2023,Cancelled,Cash on Delivery,Chennai,Tamil Nadu
491,127,1/25/2023,Processing,EMI,Bhopal,Madhya Pradesh
492,172,7/15/2023,Processing,EMI,Ahmedabad,Gujarat
493,107,7/29/2023,Delivered,UPI,Chennai,Tamil Nadu
494,97,4/5/2023,Returned,Debit Card,Surat,Gujarat
495,58,6/3/2023,Delivered,Net Banking,Indore,Madhya Pradesh
496,15,10/15/2023,Cancelled,Net Banking,Delhi,Delhi
497,143,9/29/2023,Delivered,Net Banking,Surat,Gujarat
498,63,5/11/2023,Delivered,UPI,Indore,Madhya Pradesh
499,166,2/10/2023,Returned,UPI,Hyderabad,Telangana
500,24,10/2/2023,Delivered,Credit Card,Indore,Madhya Pradesh
501,69,7/13/2023,Delivered,Credit Card,Hyderabad,Telangana
502,49,10/28/2023,Delivered,Net Banking,Lucknow,Uttar Pradesh
503,54,6/20/2023,Shipped,Credit Card,Bhopal,Madhya Pradesh
504,55,4/8/2023,Delivered,EMI,Jaipur,Rajasthan
505,194,9/3/2023,Delivered,EMI,Surat,Gujarat
506,155,12/27/2023,Delivered,Net Banking,Jaipur,Rajasthan
507,62,10/10/2023,Processing,UPI,Lucknow,Uttar Pradesh
508,98,8/27/2023,Processing,UPI,Pune,Maharashtra
509,67,7/4/2023,Returned,Net Banking,Bangalore,Karnataka
510,26,8/29/2023,Processing,Debit Card,Hyderabad,Telangana
511,95,6/10/2023,Cancelled,Credit Card,Hyderabad,Telangana
512,145,4/24/2023,Delivered,Credit Card,Lucknow,Uttar Pradesh
513,67,10/11/2023,Cancelled,UPI,Bangalore,Karnataka
514,40,4/11/2023,Processing,Debit Card,Jaipur,Rajasthan
515,98,10/19/2023,Delivered,Net Banking,Pune,Maharashtra
516,141,12/2/2023,Processing,UPI,Hyderabad,Telangana
517,196,9/8/2023,Returned,Net Banking,Chennai,Tamil Nadu
518,44,6/30/2023,Delivered,Debit Card,Mumbai,Maharashtra
519,185,10/7/2023,Returned,Debit Card,Mumbai,Maharashtra
520,139,11/25/2023,Delivered,Cash on Delivery,Indore,Madhya Pradesh
521,9,2/8/2023,Delivered,Credit Card,Indore,Madhya Pradesh
522,106,3/12/2023,Delivered,Credit Card,Chennai,Tamil Nadu
523,182,3/19/2023,Delivered,Debit Card,Kolkata,West Bengal
524,130,8/22/2023,Processing,Credit Card,Hyderabad,Telangana
525,159,11/23/2023,Returned,EMI,Hyderabad,Telangana
526,125,1/9/2023,Delivered,Cash on Delivery,Nagpur,Maharashtra
527,142,7/30/2023,Delivered,Credit Card,Mumbai,Maharashtra
528,136,5/21/2023,Shipped,Credit Card,Pune,Maharashtra
529,129,12/24/2023,Cancelled,Debit Card,Kolkata,West Bengal
530,28,2/19/2023,Delivered,Debit Card,Kolkata,West Bengal
531,50,11/14/2023,Shipped,UPI,Delhi,Delhi
532,69,7/23/2023,Delivered,UPI,Hyderabad,Telangana
533,104,8/24/2023,Delivered,EMI,Indore,Madhya Pradesh
534,58,6/3/2023,Delivered,EMI,Indore,Madhya Pradesh
535,167,1/17/2023,Delivered,Net Banking,Ahmedabad,Gujarat
536,98,7/13/2023,Returned,Credit Card,Pune,Maharashtra
537,164,1/5/2023,Delivered,Credit Card,Kolkata,West Bengal
538,128,8/11/2023,Processing,Cash on Delivery,Chennai,Tamil Nadu
539,25,9/28/2023,Delivered,Debit Card,Kolkata,West Bengal
540,55,12/21/2023,Returned,UPI,Jaipur,Rajasthan
541,12,2/8/2023,Shipped,Cash on Delivery,Pune,Maharashtra
542,145,12/3/2023,Delivered,Debit Card,Lucknow,Uttar Pradesh
543,81,1/9/2023,Delivered,Cash on Delivery,Bangalore,Karnataka
544,37,12/31/2023,Cancelled,Credit Card,Bangalore,Karnataka
545,77,3/25/2023,Delivered,Cash on Delivery,Delhi,Delhi
546,100,12/13/2023,Processing,Net Banking,Jaipur,Rajasthan
547,194,3/13/2023,Delivered,Cash on Delivery,Surat,Gujarat
548,191,6/27/2023,Delivered,Credit Card,Indore,Madhya Pradesh
549,112,4/29/2023,Delivered,UPI,Delhi,Delhi
550,155,11/11/2023,Cancelled,UPI,Jaipur,Rajasthan
551,8,11/21/2023,Shipped,Net Banking,Chennai,Tamil Nadu
552,126,4/27/2023,Processing,Cash on Delivery,Indore,Madhya Pradesh
553,97,8/10/2023,Delivered,EMI,Surat,Gujarat
554,150,12/5/2023,Cancelled,Credit Card,Surat,Gujarat
555,198,11/13/2023,Shipped,Debit Card,Chennai,Tamil Nadu
556,183,2/7/2023,Delivered,UPI,Kolkata,West Bengal
557,40,7/14/2023,Delivered,EMI,Jaipur,Rajasthan
558,100,6/12/2023,Processing,Credit Card,Jaipur,Rajasthan
559,24,1/3/2023,Shipped,Net Banking,Indore,Madhya Pradesh
560,93,5/19/2023,Delivered,Debit Card,Lucknow,Uttar Pradesh
561,23,4/6/2023,Cancelled,Net Banking,Lucknow,Uttar Pradesh
562,143,10/12/2023,Cancelled,Credit Card,Surat,Gujarat
563,7,2/15/2023,Processing,Cash on Delivery,Kolkata,West Bengal
564,24,11/2/2023,Processing,Net Banking,Indore,Madhya Pradesh
565,4,5/30/2023,Cancelled,Net Banking,Mumbai,Maharashtra
566,200,2/13/2023,Delivered,Cash on Delivery,Mumbai,Maharashtra
567,134,3/28/2023,Cancelled,Debit Card,Bhopal,Madhya Pradesh
568,36,5/18/2023,Shipped,UPI,Delhi,Delhi
569,127,3/16/2023,Delivered,Debit Card,Bhopal,Madhya Pradesh
570,112,5/22/2023,Cancelled,UPI,Delhi,Delhi
571,124,2/9/2023,Processing,UPI,Chandigarh,Punjab
572,64,11/17/2023,Returned,Cash on Delivery,Delhi,Delhi
573,158,4/11/2023,Returned,Credit Card,Delhi,Delhi
574,35,6/5/2023,Delivered,Net Banking,Hyderabad,Telangana
575,86,11/14/2023,Cancelled,UPI,Mumbai,Maharashtra
576,113,6/21/2023,Cancelled,EMI,Mumbai,Maharashtra
577,153,3/11/2023,Shipped,UPI,Bhopal,Madhya Pradesh
578,155,12/22/2023,Delivered,Net Banking,Jaipur,Rajasthan
579,81,4/1/2023,Cancelled,UPI,Bangalore,Karnataka
580,75,12/22/2023,Returned,Cash on Delivery,Kolkata,West Bengal
581,63,6/16/2023,Cancelled,UPI,Indore,Madhya Pradesh
582,101,7/6/2023,Delivered,Cash on Delivery,Bangalore,Karnataka
583,52,10/31/2023,Delivered,EMI,Delhi,Delhi
584,197,10/9/2023,Delivered,EMI,Ahmedabad,Gujarat
585,119,12/29/2023,Delivered,Net Banking,Bangalore,Karnataka
586,75,12/21/2023,Delivered,Net Banking,Kolkata,West Bengal
587,173,9/13/2023,Delivered,EMI,Ahmedabad,Gujarat
588,78,5/4/2023,Shipped,EMI,Chandigarh,Punjab
589,40,8/5/2023,Cancelled,Credit Card,Jaipur,Rajasthan
590,115,11/3/2023,Returned,Cash on Delivery,Jaipur,Rajasthan
591,103,10/1/2023,Cancelled,Cash on Delivery,Bangalore,Karnataka
592,10,7/4/2023,Delivered,Credit Card,Bangalore,Karnataka
593,197,5/8/2023,Processing,Debit Card,Ahmedabad,Gujarat
594,166,11/10/2023,Delivered,Cash on Delivery,Hyderabad,Telangana
595,166,12/13/2023,Cancelled,UPI,Hyderabad,Telangana
596,111,2/24/2023,Delivered,Credit Card,Jaipur,Rajasthan
597,67,4/24/2023,Delivered,Net Banking,Bangalore,Karnataka
598,96,7/20/2023,Returned,EMI,Hyderabad,Telangana
599,151,12/20/2023,Delivered,UPI,Chennai,Tamil Nadu
600,7,9/5/2023,Delivered,UPI,Kolkata,West Bengal
601,107,2/13/2023,Delivered,EMI,Chennai,Tamil Nadu
602,37,6/28/2023,Shipped,UPI,Bangalore,Karnataka
603,117,4/16/2023,Returned,UPI,Jaipur,Rajasthan
604,122,2/19/2023,Returned,EMI,Pune,Maharashtra
605,179,8/20/2023,Processing,Credit Card,Bangalore,Karnataka
606,77,1/23/2023,Delivered,Credit Card,Delhi,Delhi
607,88,11/28/2023,Delivered,EMI,Bangalore,Karnataka
608,43,5/5/2023,Delivered,Cash on Delivery,Chennai,Tamil Nadu
609,41,6/19/2023,Cancelled,Net Banking,Surat,Gujarat
610,60,7/27/2023,Delivered,Debit Card,Hyderabad,Telangana
611,164,12/3/2023,Cancelled,Net Banking,Kolkata,West Bengal
612,8,11/11/2023,Delivered,Net Banking,Chennai,Tamil Nadu
613,152,8/8/2023,Cancelled,Credit Card,Chennai,Tamil Nadu
614,181,4/20/2023,Delivered,UPI,Kolkata,West Bengal
615,193,12/27/2023,Delivered,Cash on Delivery,Mumbai,Maharashtra
616,27,10/2/2023,Delivered,UPI,Hyderabad,Telangana
617,84,4/11/2023,Returned,Credit Card,Bangalore,Karnataka
618,68,12/10/2023,Returned,Cash on Delivery,Hyderabad,Telangana
619,164,6/10/2023,Cancelled,Cash on Delivery,Kolkata,West Bengal
620,101,10/28/2023,Delivered,UPI,Bangalore,Karnataka
621,91,8/23/2023,Delivered,EMI,Kolkata,West Bengal
622,181,6/2/2023,Delivered,EMI,Kolkata,West Bengal
623,35,6/10/2023,Delivered,Debit Card,Hyderabad,Telangana
624,79,3/1/2023,Delivered,UPI,Bangalore,Karnataka
625,178,3/14/2023,Cancelled,Net Banking,Nagpur,Maharashtra
626,153,3/12/2023,Cancelled,Net Banking,Bhopal,Madhya Pradesh
627,48,9/7/2023,Delivered,Cash on Delivery,Jaipur,Rajasthan
628,43,9/8/2023,Shipped,Debit Card,Chennai,Tamil Nadu
629,48,6/11/2023,Returned,Cash on Delivery,Jaipur,Rajasthan
630,14,7/3/2023,Delivered,Net Banking,Jaipur,Rajasthan
631,35,4/10/2023,Cancelled,Cash on Delivery,Hyderabad,Telangana
632,130,12/1/2023,Returned,Net Banking,Hyderabad,Telangana
633,176,9/9/2023,Cancelled,EMI,Ahmedabad,Gujarat
634,114,9/8/2023,Delivered,Credit Card,Surat,Gujarat
635,145,1/16/2023,Delivered,UPI,Lucknow,Uttar Pradesh
636,9,5/21/2023,Delivered,Cash on Delivery,Indore,Madhya Pradesh
637,74,3/28/2023,Returned,Cash on Delivery,Hyderabad,Telangana
638,191,9/11/2023,Delivered,Cash on Delivery,Indore,Madhya Pradesh
639,30,5/18/2023,Processing,Cash on Delivery,Hyderabad,Telangana
640,194,1/22/2023,Returned,Cash on Delivery,Surat,Gujarat
641,56,8/6/2023,Delivered,EMI,Chandigarh,Punjab
642,168,5/7/2023,Shipped,Credit Card,Nagpur,Maharashtra
643,116,5/15/2023,Processing,Credit Card,Mumbai,Maharashtra
644,113,3/2/2023,Delivered,Debit Card,Mumbai,Maharashtra
645,189,10/29/2023,Processing,EMI,Ahmedabad,Gujarat
646,157,11/20/2023,Cancelled,Debit Card,Surat,Gujarat
647,158,3/13/2023,Delivered,Debit Card,Delhi,Delhi
648,16,10/19/2023,Processing,Cash on Delivery,Nagpur,Maharashtra
649,72,11/2/2023,Delivered,UPI,Mumbai,Maharashtra
650,181,5/30/2023,Shipped,Cash on Delivery,Kolkata,West Bengal
651,69,9/21/2023,Delivered,Debit Card,Hyderabad,Telangana
652,193,7/30/2023,Delivered,UPI,Mumbai,Maharashtra
653,168,3/6/2023,Delivered,Debit Card,Nagpur,Maharashtra
654,38,12/31/2023,Processing,Debit Card,Lucknow,Uttar Pradesh
655,195,12/13/2023,Cancelled,Net Banking,Bangalore,Karnataka
656,37,10/23/2023,Shipped,EMI,Bangalore,Karnataka
657,107,7/12/2023,Returned,Credit Card,Chennai,Tamil Nadu
658,163,2/17/2023,Cancelled,Cash on Delivery,Indore,Madhya Pradesh
659,192,5/23/2023,Processing,Net Banking,Nagpur,Maharashtra
660,125,6/17/2023,Delivered,EMI,Nagpur,Maharashtra
661,24,8/23/2023,Processing,Credit Card,Indore,Madhya Pradesh
662,137,7/23/2023,Delivered,Net Banking,Bangalore,Karnataka
663,55,9/11/2023,Shipped,UPI,Jaipur,Rajasthan
664,73,6/22/2023,Delivered,Cash on Delivery,Bhopal,Madhya Pradesh
665,125,6/25/2023,Delivered,Credit Card,Nagpur,Maharashtra
666,26,11/17/2023,Returned,Credit Card,Hyderabad,Telangana
667,32,3/22/2023,Returned,Net Banking,Chennai,Tamil Nadu
668,1,8/8/2023,Delivered,EMI,Mumbai,Maharashtra
669,34,11/29/2023,Shipped,Debit Card,Kolkata,West Bengal
670,71,2/17/2023,Processing,UPI,Chandigarh,Punjab
671,22,7/10/2023,Delivered,Credit Card,Surat,Gujarat
672,102,11/17/2023,Shipped,EMI,Nagpur,Maharashtra
673,180,4/30/2023,Cancelled,EMI,Indore,Madhya Pradesh
674,24,12/27/2023,Delivered,Credit Card,Indore,Madhya Pradesh
675,55,9/2/2023,Delivered,Debit Card,Jaipur,Rajasthan
676,152,4/26/2023,Returned,Credit Card,Chennai,Tamil Nadu
677,3,12/23/2023,Processing,Credit Card,Delhi,Delhi
678,109,12/22/2023,Delivered,Net Banking,Chennai,Tamil Nadu
679,19,4/28/2023,Cancelled,Credit Card,Chandigarh,Punjab
680,188,2/22/2023,Delivered,UPI,Ahmedabad,Gujarat
681,95,6/3/2023,Delivered,Net Banking,Hyderabad,Telangana
682,199,3/10/2023,Delivered,Credit Card,Ahmedabad,Gujarat
683,136,10/16/2023,Delivered,Cash on Delivery,Pune,Maharashtra
684,167,3/26/2023,Returned,UPI,Ahmedabad,Gujarat
685,185,4/20/2023,Delivered,Net Banking,Mumbai,Maharashtra
686,158,12/18/2023,Returned,Debit Card,Delhi,Delhi
687,23,2/21/2023,Delivered,Credit Card,Lucknow,Uttar Pradesh
688,151,7/16/2023,Processing,Net Banking,Chennai,Tamil Nadu
689,81,3/13/2023,Delivered,UPI,Bangalore,Karnataka
690,166,2/13/2023,Delivered,Cash on Delivery,Hyderabad,Telangana
691,154,11/4/2023,Shipped,EMI,Ahmedabad,Gujarat
692,7,12/4/2023,Shipped,Debit Card,Kolkata,West Bengal
693,133,11/7/2023,Delivered,EMI,Kolkata,West Bengal
694,101,6/1/2023,Delivered,Debit Card,Bangalore,Karnataka
695,127,7/17/2023,Delivered,Debit Card,Bhopal,Madhya Pradesh
696,128,11/23/2023,Delivered,Cash on Delivery,Chennai,Tamil Nadu
697,4,7/4/2023,Processing,Debit Card,Mumbai,Maharashtra
698,100,10/19/2023,Cancelled,UPI,Jaipur,Rajasthan
699,140,12/16/2023,Delivered,Net Banking,Jaipur,Rajasthan
700,198,2/7/2023,Delivered,Cash on Delivery,Chennai,Tamil Nadu
701,18,1/8/2023,Shipped,Debit Card,Bhopal,Madhya Pradesh
702,11,1/31/2023,Cancelled,Cash on Delivery,Delhi,Delhi
703,74,11/18/2023,Cancelled,Net Banking,Hyderabad,Telangana
704,180,7/25/2023,Delivered,EMI,Indore,Madhya Pradesh
705,138,10/3/2023,Delivered,UPI,Delhi,Delhi
706,22,6/8/2023,Delivered,Cash on Delivery,Surat,Gujarat
707,53,3/21/2023,Processing,Net Banking,Chandigarh,Punjab
708,151,11/21/2023,Delivered,UPI,Chennai,Tamil Nadu
709,179,8/12/2023,Delivered,Credit Card,Bangalore,Karnataka
710,63,2/14/2023,Cancelled,Credit Card,Indore,Madhya Pradesh
711,117,11/10/2023,Delivered,UPI,Jaipur,Rajasthan
712,171,12/3/2023,Delivered,Credit Card,Lucknow,Uttar Pradesh
713,4,12/29/2023,Delivered,EMI,Mumbai,Maharashtra
714,3,3/25/2023,Returned,UPI,Delhi,Delhi
715,134,9/22/2023,Shipped,Debit Card,Bhopal,Madhya Pradesh
716,96,3/6/2023,Shipped,EMI,Hyderabad,Telangana
717,31,1/16/2023,Processing,Net Banking,Nagpur,Maharashtra
718,70,9/26/2023,Delivered,UPI,Pune,Maharashtra
719,183,10/23/2023,Delivered,Net Banking,Kolkata,West Bengal
720,117,9/19/2023,Processing,Credit Card,Jaipur,Rajasthan
721,128,10/18/2023,Delivered,UPI,Chennai,Tamil Nadu
722,41,5/11/2023,Delivered,Cash on Delivery,Surat,Gujarat
723,173,3/1/2023,Delivered,EMI,Ahmedabad,Gujarat
724,131,1/2/2023,Delivered,Credit Card,Pune,Maharashtra
725,63,1/24/2023,Returned,UPI,Indore,Madhya Pradesh
726,99,3/18/2023,Delivered,Credit Card,Lucknow,Uttar Pradesh
727,142,12/2/2023,Cancelled,Debit Card,Mumbai,Maharashtra
728,83,5/8/2023,Cancelled,EMI,Indore,Madhya Pradesh
729,82,5/19/2023,Delivered,Cash on Delivery,Chennai,Tamil Nadu
730,96,3/3/2023,Delivered,Debit Card,Hyderabad,Telangana
731,58,9/22/2023,Delivered,Net Banking,Indore,Madhya Pradesh
732,18,8/27/2023,Shipped,UPI,Bhopal,Madhya Pradesh
733,84,2/14/2023,Returned,Credit Card,Bangalore,Karnataka
734,95,4/13/2023,Shipped,Cash on Delivery,Hyderabad,Telangana
735,78,11/15/2023,Delivered,Net Banking,Chandigarh,Punjab
736,95,10/30/2023,Returned,Debit Card,Hyderabad,Telangana
737,188,10/7/2023,Delivered,Debit Card,Ahmedabad,Gujarat
738,2,7/29/2023,Delivered,Debit Card,Bangalore,Karnataka
739,139,6/27/2023,Delivered,UPI,Indore,Madhya Pradesh
740,1,12/3/2023,Cancelled,EMI,Mumbai,Maharashtra
741,187,6/7/2023,Delivered,Debit Card,Bhopal,Madhya Pradesh
742,136,5/2/2023,Cancelled,Net Banking,Pune,Maharashtra
743,16,3/14/2023,Shipped,Credit Card,Nagpur,Maharashtra
744,12,4/29/2023,Cancelled,EMI,Pune,Maharashtra
745,96,8/23/2023,Delivered,Cash on Delivery,Hyderabad,Telangana
746,25,9/16/2023,Delivered,EMI,Kolkata,West Bengal
747,101,2/8/2023,Delivered,Net Banking,Bangalore,Karnataka
748,170,3/8/2023,Delivered,UPI,Jaipur,Rajasthan
749,67,6/11/2023,Cancelled,EMI,Bangalore,Karnataka
750,189,6/17/2023,Processing,Net Banking,Ahmedabad,Gujarat
751,70,4/30/2023,Delivered,Debit Card,Pune,Maharashtra
752,35,10/27/2023,Delivered,Debit Card,Hyderabad,Telangana
753,28,3/26/2023,Returned,Net Banking,Kolkata,West Bengal
754,81,7/28/2023,Delivered,Cash on Delivery,Bangalore,Karnataka
755,92,4/17/2023,Returned,UPI,Hyderabad,Telangana
756,119,5/16/2023,Delivered,Credit Card,Bangalore,Karnataka
757,41,12/18/2023,Shipped,EMI,Surat,Gujarat
758,179,11/5/2023,Delivered,Debit Card,Bangalore,Karnataka
759,84,3/17/2023,Delivered,EMI,Bangalore,Karnataka
760,64,7/2/2023,Cancelled,Cash on Delivery,Delhi,Delhi
761,13,12/13/2023,Shipped,UPI,Bhopal,Madhya Pradesh
762,45,1/16/2023,Cancelled,Net Banking,Jaipur,Rajasthan
763,143,10/9/2023,Delivered,Credit Card,Surat,Gujarat
764,119,2/22/2023,Delivered,Credit Card,Bangalore,Karnataka
765,4,2/1/2023,Delivered,Debit Card,Mumbai,Maharashtra
766,51,7/25/2023,Processing,EMI,Hyderabad,Telangana
767,162,11/27/2023,Delivered,Cash on Delivery,Nagpur,Maharashtra
768,151,5/13/2023,Delivered,Credit Card,Chennai,Tamil Nadu
769,17,4/12/2023,Returned,Debit Card,Indore,Madhya Pradesh
770,24,6/19/2023,Delivered,Credit Card,Indore,Madhya Pradesh
771,119,1/26/2023,Delivered,Cash on Delivery,Bangalore,Karnataka
772,111,7/22/2023,Returned,Credit Card,Jaipur,Rajasthan
773,98,12/16/2023,Cancelled,Debit Card,Pune,Maharashtra
774,91,4/20/2023,Delivered,UPI,Kolkata,West Bengal
775,72,8/17/2023,Delivered,Credit Card,Mumbai,Maharashtra
776,158,11/14/2023,Delivered,EMI,Delhi,Delhi
777,76,9/13/2023,Cancelled,Cash on Delivery,Hyderabad,Telangana
778,123,2/1/2023,Delivered,UPI,Lucknow,Uttar Pradesh
779,99,3/12/2023,Cancelled,Debit Card,Lucknow,Uttar Pradesh
780,165,9/27/2023,Delivered,EMI,Nagpur,Maharashtra
781,140,1/10/2023,Cancelled,EMI,Jaipur,Rajasthan
782,92,9/3/2023,Returned,UPI,Hyderabad,Telangana
783,145,9/15/2023,Processing,Net Banking,Lucknow,Uttar Pradesh
784,70,4/3/2023,Delivered,UPI,Pune,Maharashtra
785,153,4/23/2023,Delivered,UPI,Bhopal,Madhya Pradesh
786,15,8/30/2023,Processing,Cash on Delivery,Delhi,Delhi
787,60,3/23/2023,Delivered,Debit Card,Hyderabad,Telangana
788,169,5/4/2023,Shipped,Cash on Delivery,Bhopal,Madhya Pradesh
789,189,1/29/2023,Delivered,Cash on Delivery,Ahmedabad,Gujarat
790,100,7/1/2023,Delivered,Debit Card,Jaipur,Rajasthan
791,61,10/31/2023,Processing,EMI,Mumbai,Maharashtra
792,179,7/3/2023,Delivered,EMI,Bangalore,Karnataka
793,180,6/30/2023,Delivered,Cash on Delivery,Indore,Madhya Pradesh
794,49,9/10/2023,Shipped,Debit Card,Lucknow,Uttar Pradesh
795,126,1/20/2023,Delivered,Credit Card,Indore,Madhya Pradesh
796,60,11/5/2023,Delivered,Credit Card,Hyderabad,Telangana
797,135,9/2/2023,Delivered,UPI,Kolkata,West Bengal
798,158,4/14/2023,Delivered,UPI,Delhi,Delhi
799,184,4/1/2023,Processing,Credit Card,Chandigarh,Punjab
800,6,3/17/2023,Delivered,Credit Card,Hyderabad,Telangana
801,135,7/6/2023,Delivered,UPI,Kolkata,West Bengal
802,181,12/6/2023,Cancelled,Cash on Delivery,Kolkata,West Bengal
803,26,6/22/2023,Shipped,UPI,Hyderabad,Telangana
804,35,3/22/2023,Cancelled,EMI,Hyderabad,Telangana
805,125,11/29/2023,Processing,Debit Card,Nagpur,Maharashtra
806,182,10/15/2023,Processing,Debit Card,Kolkata,West Bengal
807,171,10/29/2023,Delivered,Net Banking,Lucknow,Uttar Pradesh
808,79,12/19/2023,Shipped,Debit Card,Bangalore,Karnataka
